,Unnamed: 0,Type,Name,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PhotoAmt,AdoptionSpeed,BreedMixed,ColorMixed,Video
3185,3185,1,No Name,2,2,1,1,2,1,1,2,1,0,41401,4,2,FALSE,FALSE,FALSE
3186,3186,1,No Name,4,2,2,2,2,2,2,2,1,0,41326,4,4,TRUE,TRUE,FALSE
3187,3187,1,No Name,1,1,1,2,2,2,2,2,1,0,41401,2,1,FALSE,FALSE,FALSE
3188,3188,1,No Name,2,2,7,2,2,2,2,2,1,0,41401,2,2,FALSE,TRUE,FALSE
3189,3189,2,Kira,2,2,1,2,1,2,1,2,1,0,41401,15,2,FALSE,FALSE,FALSE
3190,3190,2,Rio,8,1,1,2,1,1,1,2,1,0,41326,4,1,FALSE,FALSE,FALSE
3191,3191,1,Bearbear,3,2,2,2,1,1,1,1,1,0,41401,4,2,TRUE,TRUE,FALSE
3192,3192,1,Samantha,3,2,1,2,2,3,3,2,1,0,41326,3,2,FALSE,FALSE,FALSE
3193,3193,1,Babe,2,2,1,2,1,1,1,2,1,0,41326,4,2,FALSE,FALSE,FALSE
3194,3194,1,Kopi,72,2,2,2,2,1,1,1,1,0,41326,3,3,FALSE,FALSE,FALSE
3195,3195,1,No Name,2,2,2,2,2,2,2,2,1,0,41401,2,1,FALSE,FALSE,FALSE
3196,3196,2,No Name,2,2,1,2,1,1,3,3,1,5,41336,3,2,FALSE,FALSE,FALSE
3197,3197,1,Joe,24,1,1,2,3,3,3,1,1,0,41401,3,1,FALSE,FALSE,FALSE
3198,3198,2,Giant,6,1,1,2,1,2,1,2,1,30,41326,5,1,FALSE,FALSE,FALSE
3199,3199,1,No Name,2,1,1,3,2,3,1,3,1,0,41401,3,1,FALSE,TRUE,FALSE
3200,3200,1,Golden,24,2,3,2,2,1,1,2,1,0,41326,2,0,FALSE,TRUE,FALSE
3201,3201,1,No Name,3,2,1,2,1,2,1,2,1,80,41326,1,3,TRUE,TRUE,FALSE
3202,3202,1,Xindy,33,2,3,2,2,1,1,1,1,10,41326,4,4,FALSE,FALSE,FALSE
3203,3203,1,No Name,30,2,1,2,1,1,1,1,1,0,41326,1,1,TRUE,FALSE,FALSE
3204,3204,1,Brownie,1,2,1,1,1,2,1,2,1,50,41327,2,4,TRUE,FALSE,FALSE
3205,3205,1,No Name,3,2,1,2,1,1,1,2,1,0,41401,3,3,TRUE,FALSE,FALSE
3206,3206,1,No Name,12,1,2,1,1,1,1,2,1,0,41401,4,4,FALSE,TRUE,FALSE
3207,3207,2,Mini,3,2,2,2,1,2,2,2,1,0,41326,3,2,FALSE,FALSE,FALSE
3208,3208,2,No Name,8,1,2,2,1,3,3,3,1,0,41326,2,4,FALSE,FALSE,FALSE
3209,3209,1,Bali,84,2,2,1,1,1,1,1,1,0,41401,3,2,FALSE,FALSE,FALSE
3210,3210,2,Calico,4,2,1,2,2,2,2,2,1,0,41401,11,3,FALSE,FALSE,FALSE
3211,3211,2,Luke,2,1,3,2,1,2,1,2,1,0,41401,4,2,FALSE,FALSE,FALSE
3212,3212,1,No Name,12,1,4,2,1,1,1,2,1,0,41401,3,4,TRUE,TRUE,FALSE
3213,3213,2,Lucky,5,1,1,2,2,3,3,1,1,0,41326,5,4,FALSE,FALSE,FALSE
3214,3214,1,Milky,60,1,7,1,3,1,1,1,1,0,41401,5,2,FALSE,TRUE,FALSE
3215,3215,1,Saiko,42,2,1,1,1,1,1,1,1,0,41326,1,4,TRUE,FALSE,FALSE
3216,3216,1,No Name,1,1,1,2,2,2,2,3,1,0,41327,1,3,TRUE,FALSE,FALSE
3217,3217,1,Jimmy,4,1,1,2,1,1,1,2,1,50,41326,5,3,TRUE,TRUE,FALSE
3218,3218,1,OWEN,48,1,2,2,2,1,1,2,1,0,41326,3,4,TRUE,TRUE,FALSE
3219,3219,2,No Name,20,2,1,3,2,2,2,1,1,0,41326,4,4,FALSE,FALSE,FALSE
3220,3220,2,Mog,84,1,3,3,1,1,1,1,1,0,41401,5,2,FALSE,TRUE,FALSE
3221,3221,2,Ozzy,84,1,6,3,1,1,1,1,1,0,41401,5,4,FALSE,FALSE,FALSE
3222,3222,2,Snoopy,1,1,1,2,1,2,2,2,1,0,41401,5,2,FALSE,FALSE,FALSE
3223,3223,1,Tara,72,2,1,3,2,3,3,1,1,0,41326,2,2,FALSE,TRUE,FALSE
3224,3224,2,Scotch,7,2,1,2,2,1,1,2,1,0,41326,5,4,FALSE,FALSE,FALSE
3225,3225,2,Mickey,5,1,4,2,1,1,1,2,2,0,41326,9,3,FALSE,FALSE,FALSE
3226,3226,2,Boy,3,1,2,2,2,2,2,2,1,80,41326,4,1,FALSE,FALSE,FALSE
3227,3227,1,Jenson,60,1,1,3,1,3,3,1,1,0,41326,5,3,FALSE,FALSE,FALSE
3228,3228,1,No Name,2,2,1,2,2,3,3,1,1,0,41401,3,4,TRUE,FALSE,FALSE
3229,3229,1,No Name,2,2,1,2,2,3,3,3,1,0,41325,1,4,TRUE,FALSE,FALSE
3230,3230,2,Ronaa,2,1,1,2,2,2,1,3,1,0,41326,1,1,FALSE,FALSE,FALSE
3231,3231,1,4-Female,2,2,2,2,1,1,2,2,1,0,41401,1,1,TRUE,FALSE,FALSE
3232,3232,1,Jack,3,1,1,2,2,1,1,2,1,0,41326,4,2,TRUE,FALSE,FALSE
3233,3233,2,Mo-Joe,1,1,2,3,3,2,2,2,1,25,41326,3,0,FALSE,FALSE,FALSE
3234,3234,2,Expresso,2,2,2,2,1,2,2,2,1,0,41326,2,1,FALSE,TRUE,FALSE
3235,3235,1,Tiny,4,2,1,2,1,1,1,1,1,0,41330,11,3,FALSE,FALSE,FALSE
3236,3236,1,Caesar,1,1,2,2,2,2,2,2,1,0,41327,2,1,TRUE,FALSE,FALSE
3237,3237,2,Toby,48,2,4,2,1,1,1,1,1,0,41401,9,4,FALSE,TRUE,FALSE
3238,3238,2,No Name,3,2,2,2,2,2,1,2,1,0,41326,4,1,FALSE,TRUE,FALSE
3239,3239,2,No Name,5,2,1,2,1,1,1,1,1,0,41326,6,3,FALSE,FALSE,FALSE
3240,3240,1,Porgi,12,1,3,2,1,1,1,1,1,0,41326,1,4,TRUE,FALSE,FALSE
3241,3241,2,No Name,2,1,1,2,1,2,3,2,1,0,41401,3,1,FALSE,FALSE,FALSE
3242,3242,1,Jumbo,3,2,2,2,2,2,2,2,1,0,41326,3,4,TRUE,TRUE,FALSE
3243,3243,1,No Name,9,2,1,2,1,2,1,1,1,0,41401,2,4,FALSE,FALSE,FALSE
3244,3244,1,Dobby,3,1,1,3,2,3,3,2,1,0,41326,2,1,FALSE,FALSE,FALSE
3245,3245,1,Scoopy,4,1,2,2,2,1,1,2,1,0,41326,1,3,TRUE,TRUE,FALSE
3246,3246,1,Tuxie,3,2,1,2,2,1,1,2,1,0,41326,8,2,TRUE,FALSE,TRUE
3247,3247,2,No Name,24,2,1,1,1,2,1,1,1,0,41401,2,4,FALSE,FALSE,TRUE
3248,3248,2,No Name,24,2,1,2,1,3,3,2,1,50,41326,1,4,FALSE,FALSE,FALSE
3249,3249,2,No Name,6,1,6,2,1,2,1,2,1,0,41401,7,3,FALSE,FALSE,FALSE
3250,3250,1,Rocky,60,1,1,2,1,1,1,1,1,0,41401,3,4,TRUE,FALSE,FALSE
3251,3251,1,No Name,8,1,3,2,1,1,1,2,1,0,41326,5,3,TRUE,FALSE,FALSE
3252,3252,2,Princess,5,2,7,2,1,1,1,2,1,0,41326,5,1,FALSE,TRUE,FALSE
3253,3253,1,Carol,4,2,1,2,2,1,1,2,1,0,41326,3,2,TRUE,TRUE,FALSE
3254,3254,2,Bella,10,2,1,3,3,2,2,2,1,0,41326,3,1,FALSE,FALSE,FALSE
3255,3255,1,Coffee,3,2,1,1,1,3,3,3,1,0,41326,3,2,TRUE,FALSE,FALSE
3256,3256,1,No Name,3,2,2,2,2,1,1,2,1,0,41326,22,2,TRUE,FALSE,FALSE
3257,3257,2,Mojie,3,2,2,1,1,2,2,2,1,0,41401,1,2,FALSE,FALSE,FALSE
3258,3258,2,Rose,3,2,1,2,2,2,1,2,1,0,41326,16,3,FALSE,FALSE,FALSE
3259,3259,1,Ori,5,2,2,2,1,3,3,3,1,0,41326,2,4,TRUE,FALSE,FALSE
3260,3260,2,No Name,2,1,2,1,2,3,3,3,1,0,41401,3,1,FALSE,TRUE,FALSE
3261,3261,2,Lat-latty-do,8,2,2,2,2,2,2,2,1,0,41327,2,4,FALSE,TRUE,FALSE
3262,3262,1,No Name,24,2,2,2,1,2,2,2,3,0,41367,5,4,TRUE,TRUE,FALSE
3263,3263,2,Cutie,4,2,1,1,1,2,2,2,1,0,41401,3,4,FALSE,FALSE,FALSE
3264,3264,2,Luna,5,2,1,2,1,1,1,1,1,100,41326,4,4,FALSE,FALSE,FALSE
3265,3265,1,No Name,24,1,1,2,2,3,3,3,1,0,41401,4,4,TRUE,FALSE,FALSE
3266,3266,2,Lola,3,2,1,2,2,2,2,2,1,0,41326,3,2,FALSE,FALSE,FALSE
3267,3267,2,No Name,1,1,7,1,2,2,2,2,2,0,41326,2,2,FALSE,TRUE,FALSE
3268,3268,2,Kiss,1,2,3,1,2,2,2,2,1,0,41326,1,3,FALSE,FALSE,FALSE
3269,3269,1,No Name,5,2,1,2,1,1,1,2,1,0,41401,3,4,TRUE,FALSE,FALSE
3270,3270,2,No Name,7,1,5,2,2,2,2,2,1,0,41326,2,1,FALSE,TRUE,FALSE
3271,3271,1,Bear,1,1,1,2,1,2,2,2,1,0,41326,7,2,TRUE,FALSE,FALSE
3272,3272,1,Thomas,1,1,1,2,2,2,2,2,1,0,41326,5,2,TRUE,FALSE,FALSE
3273,3273,2,No Name,3,1,2,1,1,1,1,2,1,0,41401,1,1,FALSE,TRUE,FALSE
3274,3274,2,Creamy,3,1,7,2,1,2,1,2,1,0,41401,1,2,FALSE,TRUE,FALSE
3275,3275,2,No Name,7,2,2,2,1,2,1,1,1,0,41326,1,3,FALSE,FALSE,FALSE
3276,3276,1,Brownie,12,1,1,2,1,1,1,3,1,0,41330,1,4,TRUE,FALSE,FALSE
3277,3277,1,Kira,2,2,1,2,2,1,1,2,1,0,41326,3,1,TRUE,FALSE,FALSE
3278,3278,1,Carly,3,2,1,2,1,3,3,2,1,0,41326,9,2,TRUE,FALSE,FALSE
3279,3279,2,No Name,2,1,1,2,1,2,1,2,1,0,41326,2,2,FALSE,FALSE,FALSE
3280,3280,1,Tommy,6,1,2,2,2,1,1,1,1,0,41336,1,4,TRUE,TRUE,FALSE
3281,3281,1,D226(271116),75,2,1,2,1,1,1,1,1,0,41326,2,3,FALSE,TRUE,FALSE
3282,3282,2,No Name,2,2,1,1,2,2,2,2,1,0,41401,0,1,FALSE,FALSE,FALSE
3283,3283,2,No Name,6,1,3,2,2,2,2,2,1,0,41326,6,2,FALSE,FALSE,FALSE
3284,3284,2,Kitten,2,2,1,2,1,2,1,1,1,0,41326,1,2,FALSE,FALSE,FALSE
3285,3285,1,BRANDY,12,2,3,2,2,2,1,2,1,0,41330,3,4,TRUE,FALSE,FALSE
3286,3286,1,Mimi,2,2,2,1,1,1,1,2,1,0,41401,2,2,TRUE,FALSE,FALSE
3287,3287,1,Momo,84,2,2,2,2,1,1,3,1,0,41361,1,3,FALSE,TRUE,FALSE
3288,3288,1,Lovebie,24,1,5,2,1,3,3,3,1,0,41336,4,3,TRUE,FALSE,FALSE
3289,3289,2,No Name,3,2,1,2,2,1,1,2,1,150,41326,1,3,FALSE,FALSE,FALSE
3290,3290,1,Meenu,3,2,1,3,2,2,2,2,1,0,41325,2,2,FALSE,FALSE,FALSE
3291,3291,2,No Name,2,2,4,1,2,2,2,2,1,0,41326,10,1,FALSE,FALSE,FALSE
3292,3292,2,Caramel,2,2,1,1,1,1,1,2,1,0,41401,1,2,FALSE,FALSE,FALSE
3293,3293,2,Pepper,4,2,1,2,1,3,3,2,1,100,41401,1,3,FALSE,TRUE,FALSE
3294,3294,1,No Name,36,1,2,3,1,3,3,3,1,0,41401,1,4,TRUE,TRUE,FALSE
3295,3295,1,Dolly,2,2,1,1,2,1,1,2,1,0,41330,4,2,TRUE,TRUE,FALSE
3296,3296,2,No Name,1,1,4,2,1,2,2,2,1,0,41401,3,1,FALSE,FALSE,FALSE
3297,3297,2,Fluffy,24,1,1,3,3,3,1,2,1,50,41326,4,1,FALSE,FALSE,FALSE
3298,3298,2,Burn,4,2,1,1,2,1,1,1,1,0,41332,3,1,FALSE,FALSE,FALSE
3299,3299,1,No Name,2,2,1,2,2,2,2,2,1,0,41401,4,4,FALSE,FALSE,FALSE
3300,3300,1,No Name,36,1,2,1,1,1,1,1,1,100,41401,1,2,FALSE,TRUE,FALSE
3301,3301,1,WONDER,24,1,2,3,2,3,3,3,1,0,41326,4,1,FALSE,TRUE,FALSE
3302,3302,2,No Name,10,2,3,3,1,3,3,1,1,0,41401,5,2,FALSE,FALSE,FALSE
3303,3303,1,Hazy,1,2,1,2,1,2,1,2,1,0,41327,4,1,TRUE,FALSE,FALSE
3304,3304,2,Kimmy,5,1,3,1,1,2,2,2,1,0,41326,3,4,FALSE,FALSE,FALSE
3305,3305,1,No Name,1,2,1,2,1,2,2,2,1,0,41326,1,4,TRUE,FALSE,FALSE
3306,3306,2,Tabatha,4,2,1,2,1,2,1,2,1,0,41401,22,3,FALSE,FALSE,FALSE
3307,3307,1,Neepo,2,2,2,2,1,1,1,2,1,0,41401,1,4,TRUE,TRUE,FALSE
3308,3308,2,No Name,30,2,1,1,1,2,1,1,1,0,41401,4,4,FALSE,FALSE,FALSE
3309,3309,1,Sophie,3,2,2,2,1,1,1,2,1,50,41326,2,1,TRUE,FALSE,FALSE
3310,3310,2,Kitty,4,2,7,2,2,2,2,2,1,100,41326,5,1,FALSE,TRUE,FALSE
3311,3311,1,Teeger,24,2,1,2,1,1,1,1,1,0,41327,5,4,TRUE,FALSE,FALSE
3312,3312,2,Shiloh,4,1,3,1,1,2,1,2,1,0,41401,4,3,FALSE,FALSE,FALSE
3313,3313,2,Bobo,2,1,7,1,1,2,2,2,1,0,41335,1,2,FALSE,TRUE,FALSE
3314,3314,2,Z,7,1,1,2,1,2,1,2,1,0,41326,1,2,FALSE,FALSE,FALSE
3315,3315,2,Mimi,12,2,1,2,2,3,3,3,1,0,41326,3,4,FALSE,FALSE,FALSE
3316,3316,1,Shorty,12,1,7,2,1,3,3,2,1,0,41326,7,2,TRUE,TRUE,FALSE
3317,3317,1,No Name,12,2,2,2,2,2,2,2,1,0,41401,1,0,TRUE,TRUE,FALSE
3318,3318,2,No Name,2,2,7,2,2,2,2,2,1,0,41326,12,1,FALSE,TRUE,FALSE
3319,3319,1,Capri,108,2,7,1,3,1,1,1,1,200,41326,3,2,FALSE,TRUE,FALSE
3320,3320,2,No Name,5,2,1,1,1,2,1,1,1,0,41401,3,3,FALSE,FALSE,FALSE
3321,3321,2,No Name,6,2,7,2,1,1,1,2,1,0,41326,2,3,FALSE,TRUE,FALSE
3322,3322,2,Putih,7,2,7,2,1,1,1,1,1,0,41401,3,4,FALSE,TRUE,FALSE
3323,3323,2,Whitey,8,1,7,3,3,2,2,3,1,100,41326,3,1,FALSE,TRUE,FALSE
3324,3324,1,D7,2,1,1,2,2,2,1,2,1,0,41326,4,2,TRUE,FALSE,FALSE
3325,3325,1,å°é»,3,2,1,1,1,3,3,3,1,688,41401,5,4,TRUE,FALSE,FALSE
3326,3326,2,No Name,4,2,1,3,2,2,1,1,1,30,41401,2,3,FALSE,FALSE,FALSE
3327,3327,1,No Name,7,1,1,2,2,1,1,1,1,0,41330,6,3,FALSE,FALSE,FALSE
3328,3328,1,B4,2,1,1,2,2,1,1,2,1,0,41326,5,1,TRUE,FALSE,FALSE
3329,3329,1,"Ting,Tang,Tong",1,2,1,2,2,2,2,2,1,1,41401,3,1,TRUE,FALSE,FALSE
3330,3330,2,Cocoa,2,1,1,1,2,2,2,2,1,0,41326,10,2,FALSE,FALSE,FALSE
3331,3331,1,Daren,1,1,1,2,2,2,2,2,1,20,41327,1,2,TRUE,FALSE,FALSE
3332,3332,1,Nameless,1,1,2,2,1,2,2,2,1,0,41401,5,2,TRUE,TRUE,FALSE
3333,3333,2,Brownie,1,1,1,2,2,3,3,1,1,0,41401,5,2,FALSE,FALSE,FALSE
3334,3334,1,Joey,95,2,2,3,1,1,1,1,1,0,41326,2,4,FALSE,TRUE,FALSE
3335,3335,1,Sean,16,1,1,2,1,1,1,1,1,0,41326,2,1,TRUE,FALSE,FALSE
3336,3336,1,Jamey,1,1,1,2,1,3,3,2,1,0,41326,2,3,TRUE,TRUE,FALSE
3337,3337,1,Jil,18,2,1,2,1,1,1,1,1,0,41401,8,4,TRUE,FALSE,FALSE
3338,3338,1,Rosie,36,2,6,2,1,1,1,1,1,50,41326,5,4,TRUE,TRUE,FALSE
3339,3339,2,Toby,5,1,2,2,1,1,1,2,1,0,41332,6,1,FALSE,FALSE,FALSE
3340,3340,1,No Name,2,1,1,1,1,3,1,2,1,0,41401,6,3,FALSE,FALSE,FALSE
3341,3341,2,Oyien,24,1,3,3,1,2,2,2,1,0,41326,4,4,FALSE,FALSE,FALSE
3342,3342,2,Bingsu,2,2,2,2,1,2,2,2,1,10,41326,4,1,FALSE,FALSE,FALSE
3343,3343,1,Hannah,3,2,2,2,1,3,3,2,1,0,41326,1,2,FALSE,FALSE,FALSE
3344,3344,1,No Name,1,1,2,2,1,2,1,2,1,0,41325,3,3,TRUE,TRUE,FALSE
3345,3345,2,Okki,3,1,1,2,1,2,1,2,1,30,41326,6,1,FALSE,FALSE,FALSE
3346,3346,2,No Name,5,2,1,1,1,1,1,2,1,0,41401,3,1,FALSE,FALSE,FALSE
3347,3347,1,Leena,5,2,1,2,1,1,1,1,1,0,41326,2,2,FALSE,FALSE,FALSE
3348,3348,2,Stacey,1,2,6,2,2,2,2,2,1,0,41326,1,2,FALSE,TRUE,FALSE
3349,3349,2,Talullah,3,2,4,3,1,1,1,1,1,100,41326,2,4,FALSE,FALSE,FALSE
3350,3350,2,Sheru,1,1,1,2,1,1,1,2,1,0,41326,5,2,FALSE,FALSE,FALSE
3351,3351,1,Milo,7,1,1,2,2,1,1,1,1,0,41401,5,2,FALSE,FALSE,FALSE
3352,3352,1,Ceaser,2,1,2,2,2,1,1,2,1,0,41326,2,1,TRUE,TRUE,FALSE
3353,3353,1,Coco,8,2,1,2,1,1,1,1,1,0,41327,1,3,TRUE,FALSE,FALSE
3354,3354,2,No Name,1,1,6,1,1,2,2,2,1,0,41326,2,4,FALSE,TRUE,FALSE
3355,3355,2,Momo,3,2,7,2,1,2,2,2,1,0,41326,2,3,FALSE,TRUE,FALSE
3356,3356,1,Lola,2,2,2,2,1,3,1,1,1,0,41326,3,4,TRUE,FALSE,FALSE
3357,3357,1,Loki,4,1,1,2,1,1,1,3,1,0,41401,3,4,TRUE,FALSE,FALSE
3358,3358,2,Amy,6,2,1,2,2,1,1,2,1,0,41326,3,4,FALSE,FALSE,FALSE
3359,3359,2,Mimi,12,2,4,2,1,1,1,1,1,100,41326,3,4,FALSE,FALSE,FALSE
3360,3360,1,Foxy,12,2,2,2,2,1,1,1,1,100,41327,3,4,TRUE,FALSE,FALSE
3361,3361,1,Dusky,2,1,1,1,1,1,1,1,1,0,41401,1,4,TRUE,TRUE,FALSE
3362,3362,2,Heidi,11,2,1,2,1,1,1,1,1,100,41326,4,3,FALSE,FALSE,FALSE
3363,3363,1,No Name,3,2,1,2,2,1,1,3,1,100,41327,3,4,TRUE,FALSE,FALSE
3364,3364,2,Jackie,12,1,2,2,1,2,2,1,1,0,41326,1,4,FALSE,FALSE,FALSE
3365,3365,2,Ernest,2,1,7,2,2,1,1,2,1,0,41326,1,2,FALSE,TRUE,FALSE
3366,3366,2,Ino,48,2,1,3,1,1,1,1,1,100,41401,5,2,FALSE,FALSE,FALSE
3367,3367,2,Lockiey,18,1,6,2,1,2,2,2,1,50,41326,3,2,FALSE,TRUE,FALSE
3368,3368,2,Snowie,12,1,7,3,1,1,1,1,1,0,41326,2,2,FALSE,TRUE,FALSE
3369,3369,1,Coco,3,2,1,2,2,1,1,2,1,0,41401,2,1,FALSE,FALSE,FALSE
3370,3370,1,Samuel,2,1,1,2,2,1,2,2,1,40,41327,3,4,TRUE,FALSE,FALSE
3371,3371,2,Loki,5,1,4,2,1,2,1,2,1,0,41401,8,2,FALSE,FALSE,FALSE
3372,3372,1,Colby,9,1,1,2,1,1,1,1,2,0,41326,1,3,FALSE,FALSE,FALSE
3373,3373,1,Milo,13,1,3,1,3,1,1,2,1,0,41326,4,0,FALSE,TRUE,FALSE
3374,3374,1,ISHA,12,2,7,1,3,3,3,3,1,0,41336,4,1,FALSE,TRUE,FALSE
3375,3375,1,MiMi,2,2,1,1,1,3,3,2,1,0,41330,4,4,TRUE,FALSE,FALSE
3376,3376,2,Piko,7,2,1,2,2,1,1,2,1,0,41326,2,2,FALSE,FALSE,FALSE
3377,3377,2,Caramel,7,2,3,2,2,2,3,1,1,0,41326,2,4,FALSE,FALSE,FALSE
3378,3378,1,Phoebe,48,2,2,1,3,1,1,1,1,300,41326,1,2,FALSE,FALSE,FALSE
3379,3379,2,Omey,15,2,6,2,1,1,1,2,1,10,41326,4,3,FALSE,TRUE,FALSE
3380,3380,2,Squigee,2,1,6,2,2,1,1,2,1,0,41326,4,2,FALSE,TRUE,FALSE
3381,3381,1,No Name,6,2,2,2,1,3,3,3,1,0,41326,3,4,TRUE,TRUE,FALSE
3382,3382,1,Truffles,36,2,2,1,2,1,1,1,1,0,41401,10,1,FALSE,TRUE,FALSE
3383,3383,2,No Name,2,1,3,2,2,2,1,2,1,0,41335,5,1,FALSE,FALSE,FALSE
3384,3384,1,Phoenix,1,2,5,2,1,2,1,1,1,0,41326,3,3,TRUE,TRUE,FALSE
3385,3385,2,Amy,6,1,1,2,2,2,1,1,2,100,41335,5,2,FALSE,FALSE,FALSE
3386,3386,1,Spike,48,1,5,2,1,1,1,1,1,0,41327,2,2,TRUE,FALSE,FALSE
3387,3387,1,Bubu,2,1,2,1,2,2,2,2,1,150,41326,5,1,TRUE,FALSE,TRUE
3388,3388,2,Angah,12,1,1,2,1,1,1,2,1,0,41401,1,4,FALSE,FALSE,FALSE
3389,3389,1,Abby,7,2,1,2,1,1,1,2,1,0,41326,4,4,TRUE,FALSE,FALSE
3390,3390,1,Bobby,29,1,1,2,1,1,1,3,1,0,41327,2,4,FALSE,FALSE,FALSE
3391,3391,2,Ginger,3,2,4,2,1,2,1,1,1,0,41326,4,4,FALSE,TRUE,FALSE
3392,3392,1,Kiddo,20,2,3,2,2,1,1,1,1,0,41325,2,4,TRUE,FALSE,FALSE
3393,3393,1,Jojo,11,2,1,2,1,1,1,3,1,0,41326,2,0,FALSE,FALSE,FALSE
3394,3394,1,MAISY,3,2,1,2,1,1,1,2,1,0,41330,1,3,TRUE,FALSE,FALSE
3395,3395,1,Koppie,4,2,1,2,2,2,2,2,1,0,41326,4,1,TRUE,FALSE,FALSE
3396,3396,1,No Name,24,2,1,2,2,1,1,1,1,0,41326,11,4,FALSE,FALSE,FALSE
3397,3397,1,Dolly,72,2,1,1,2,1,1,1,1,0,41326,2,4,TRUE,FALSE,FALSE
3398,3398,2,Debby,3,2,1,1,1,1,1,2,1,0,41335,6,3,FALSE,FALSE,FALSE
3399,3399,2,Kakchik,12,2,1,1,2,1,1,1,1,0,41332,5,1,FALSE,FALSE,FALSE
3400,3400,2,Boots,2,1,3,2,1,2,1,2,1,0,41326,14,3,FALSE,TRUE,FALSE
3401,3401,2,No Name,5,1,1,2,1,3,1,1,1,0,41401,4,0,FALSE,FALSE,FALSE
3402,3402,1,Ember,5,2,1,2,1,3,1,3,1,0,41326,2,2,TRUE,TRUE,FALSE
3403,3403,1,MiMi,3,2,2,2,2,2,2,2,1,0,41401,3,4,TRUE,TRUE,FALSE
3404,3404,1,No Name,2,2,5,2,1,2,2,2,1,0,41401,5,2,TRUE,FALSE,TRUE
3405,3405,1,Minnie,120,2,1,1,1,1,1,2,2,0,41326,3,1,FALSE,TRUE,FALSE
3406,3406,1,No Name,2,2,1,2,1,2,1,2,1,0,41326,1,1,TRUE,FALSE,FALSE
3407,3407,1,Vader,8,1,1,2,1,1,1,1,1,0,41326,3,4,TRUE,TRUE,FALSE
3408,3408,2,No Name,3,1,1,2,2,1,1,2,1,50,41326,2,2,FALSE,FALSE,FALSE
3409,3409,1,Gracie,12,2,1,2,2,1,1,1,1,100,41327,5,3,TRUE,FALSE,FALSE
3410,3410,1,AB2,2,2,2,2,2,2,1,2,1,0,41326,2,2,TRUE,TRUE,FALSE
3411,3411,1,Found,10,1,2,2,2,2,1,2,1,0,41326,3,3,FALSE,TRUE,FALSE
3412,3412,2,No Name,3,1,2,2,1,2,2,2,1,0,41326,1,2,FALSE,FALSE,FALSE
3413,3413,2,Tuna,2,2,1,2,1,2,1,2,1,0,41401,6,1,FALSE,FALSE,FALSE
3414,3414,1,GINGER,36,2,5,2,1,2,1,1,1,0,41326,5,2,FALSE,TRUE,FALSE
3415,3415,1,Milo,2,2,6,2,1,2,2,2,1,0,41326,2,0,TRUE,TRUE,FALSE
3416,3416,1,Jackie,15,1,2,2,1,1,1,1,1,100,41326,5,4,TRUE,TRUE,FALSE
3417,3417,1,Molek,6,2,2,2,1,1,1,1,1,0,41326,3,2,TRUE,TRUE,FALSE
3418,3418,1,Angel,1,2,2,2,2,1,2,2,1,40,41327,1,4,TRUE,FALSE,FALSE
3419,3419,1,No Name,36,1,3,2,3,3,3,2,1,0,41401,3,3,FALSE,TRUE,FALSE
3420,3420,2,Fafa,4,2,1,1,1,1,1,2,1,0,41401,3,1,FALSE,FALSE,FALSE
3421,3421,2,Mimi,24,2,4,3,1,1,1,1,1,0,41401,2,1,FALSE,FALSE,FALSE
3422,3422,1,C2,2,2,2,2,2,1,1,2,1,0,41326,3,1,TRUE,TRUE,FALSE
3423,3423,2,Luna,1,2,1,1,2,2,2,2,1,100,41326,5,2,FALSE,TRUE,FALSE
3424,3424,1,Rocky,36,1,1,2,1,2,2,2,1,0,41326,1,3,FALSE,TRUE,FALSE
3425,3425,1,Luna,1,2,2,2,1,2,2,2,1,0,41326,2,2,TRUE,FALSE,FALSE
3426,3426,2,No Name,3,1,3,2,2,2,1,2,1,100,41401,5,3,FALSE,TRUE,FALSE
3427,3427,1,Bessy,24,2,2,2,1,3,1,3,1,0,41326,1,1,FALSE,FALSE,FALSE
3428,3428,2,Peanut,1,2,1,3,1,2,1,2,1,0,41326,1,2,FALSE,FALSE,FALSE
3429,3429,1,Vince,1,1,1,2,1,2,2,2,1,20,41327,1,2,TRUE,FALSE,FALSE
3430,3430,2,Mango,2,2,2,1,2,3,1,2,1,0,41326,7,2,FALSE,TRUE,FALSE
3431,3431,1,No Name,1,2,1,2,1,2,2,2,1,0,41326,4,2,TRUE,FALSE,FALSE
3432,3432,1,Peaches,48,2,2,2,1,1,1,1,1,0,41401,1,4,TRUE,FALSE,FALSE
3433,3433,1,Patchy,2,2,2,2,1,2,2,2,1,0,41326,1,2,TRUE,FALSE,FALSE
3434,3434,2,Lucky,0,1,1,1,1,3,3,2,1,0,41325,4,3,FALSE,FALSE,FALSE
3435,3435,2,Midas,12,1,4,2,2,2,1,1,1,0,41326,3,1,FALSE,FALSE,FALSE
3436,3436,2,Meow,7,2,2,2,1,3,3,2,1,0,41327,2,4,FALSE,FALSE,FALSE
3437,3437,2,Pearl,16,2,1,2,2,1,1,1,1,0,41401,3,4,FALSE,FALSE,FALSE
3438,3438,2,Popo2,3,2,2,1,1,1,1,2,1,0,41336,1,2,FALSE,TRUE,FALSE
